id,model,context,prompt,response,accuracy,cultural_relevance,language_accessibility,bias_avoidance
3,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, you have various culturally safe options for mental wellness support:

1. Community-based: Seek guidance from local Elders or culturally grounded counselors who understand your unique experiences and traditions. They can provide healing practices that foster hope, belonging, meaning, and purpose.

2. Land-based: Spending time in nature can help improve mental wellness. Engage with traditional activities like fishing, hunting, or gathering on community lands to reconnect spiritually.

3. Telehealth: If travel is difficult, access virtual support services. Simple platforms are available for low-bandwidth connections. Connect with counselors who offer telehealth sessions respecting your language and tradition.

4. Crisis lines: In case of an emergency or urgent need, call the First Nations and Inuit Hope for Wellness Helpline at 1-855-242-3310. They are available 24/7.

Always remember it's okay to seek help; you are not alone. By reaching out, you are taking a brave step towards healing and regaining your mental wellness.",,,,
4,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey. Given your context, let me share some culturally safe options in Saskatchewan for individuals like you:

1. Community-Based Support: Engage with local Indigenous organizations offering cultural workshops, healing circles, and traditional practices that promote holistic wellbeing.

2. Land-Based Activities: Connecting with the land can be a powerful form of healing. Consider joining Elders on ceremonial gatherings or participating in traditional activities like sweats and smudging.

3. Telehealth Services: Access telemedicine options for mental health support, especially useful when travel is challenging. Low bandwidth resources are available too.

4. Trusted Local Resources: Seek guidance from Elders, counselors, or crisis lines that understand your cultural background and can offer comforting, non-judgmental advice during tough times.

5. Urgent Care: If you feel unsafe or need immediate help, do not hesitate to call emergency services or visit a hospital's emergency department. Your wellbeing matters.

6. Self-Determination: Embrace self-care and remember that seeking help is a sign of strength. Maintaining hope, belonging, meaning, purpose, and respecting language and tradition can guide you towards mental wellness.",,,,
5,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your wellness journey. In Saskatchewan, there are culturally safe options for mental wellness that respect your identity, traditions, and self-determination.

1. Community-based: Connect with local Elders, healers, or community counselors who offer guidance grounded in Indigenous wisdom. They provide a supportive space to share feelings and learn healing practices tailored to our culture.

2. Land-based: Engaging with the land through ceremonies, meditation, or traditional activities can promote holistic wellness. This connection can bring hope, belonging, meaning, and purpose.

3. Telehealth: If travel is challenging, there are low-bandwidth telehealth options available for counseling sessions with Indigenous mental health providers. They offer support and strategies to manage feelings and improve overall wellbeing.

4. Crisis Lines: When you need immediate help, reach out to the crisis line. Trained individuals will listen and provide support during difficult times.

5. Urgent Care: If you feel that your safety or life is at risk, seek urgent care from a healthcare professional immediately. It's essential to prioritize your wellbeing.",,,,
6,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, there are numerous culturally safe mental wellness supports for women aged 50-64 who may be experiencing challenges.

1. Community-led Support: Seek guidance from local Elders or Traditional Healers, who can offer wisdom and healing practices rooted in Indigenous culture.
2. Holistic Wellness: Explore wellness programs that focus on the interconnectedness of mental, emotional, spiritual, and physical health.
3. Land-Based Healing: Engage in activities such as cultural ceremonies, drumming, or medicinal plant walks to reconnect with the land and your community.
4. Telehealth Options: Access telehealth services like virtual counseling sessions, which can provide support from the comfort of your home.
5. Trauma-Informed Treatment: Look for resources that understand the impact of historical and intergenerational trauma on mental wellness and offer treatments tailored to Indigenous experiences.
6. Self-Determination: Empower yourself by choosing a path that respects your unique cultural identity, traditions, and language.
7. Crisis Lines: If you're in need of immediate support, reach out to crisis lines like the First Nations and Inuit Hope for Wellness Help Line (1-855-242-3310) or the KUU-US Crisis Line (1-800-588-8717).
8. Urgent Care: If you are feeling suicidal, experiencing a mental health emergency, or require immediate medical attention, please seek help at your nearest hospital or call 911.

Remember, asking for help is a sign of strength and courage. You deserve hope, belonging, meaning, and purpose in life, and there are resources available to support you on your journey towards mental wellness.",,,,
7,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey. In Saskatchewan, there are culturally safe resources available for you.

1. Community-led Supports: Connect with local First Nations organizations that offer counseling and cultural healing sessions. They may also organize community events that promote holistic wellness.

2. Land-Based Healing: Spending time in nature, like walking on traditional lands or participating in ceremonies, can bring a sense of peace and renewal.

3. Telehealth Services: If you prefer, there are low-bandwidth telehealth options available for counseling sessions with culturally sensitive professionals.

4. Crisis Lines: When feeling overwhelmed, remember you're not alone. Reach out to local crisis lines for immediate support.

5. Elders: Seeking guidance from respected Elders can provide wisdom and comfort. They may share stories and teachings that help during tough times.

6. Self-Determination: Your wellness journey is unique, so trust your path and seek help when needed. Remember, seeking help is a sign of strength.

7. Urgent Care: If you're feeling suicidal or in danger, please reach out to emergency services immediately. It's crucial to prioritize your safety.

Stay hopeful, find meaning in your life, and remember that belonging is an important part of your wellness journey. You are not defined by your struggles, but by the strength you show in facing them.",,,,
8,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello there, I'm here to support you on your journey towards mental wellness. In Saskatchewan, there are various culturally safe resources available that respect your heritage and traditional practices.

1. Community-based: Connect with local First Nations organizations offering counseling services tailored to Indigenous people. These spaces foster a sense of belonging and understanding.

2. Land-based: Engage in traditional healing practices, such as smudging or sweats, which can help restore balance and harmony. Spending time on the land can also provide a sense of peace and renewal.

3. Telehealth: Access mental health support from the comfort of your home through teleconferencing or low-bandwidth phone calls. This option is flexible and confidential.

4. Crisis Lines: If you're experiencing an urgent crisis, reach out to a crisis line. Trained counselors are available 24/7 to provide immediate support and guidance.

5. Elders: Share your feelings with respected Elders in your community. They offer wisdom and insight gained from generations of experience.

6. Self-Determination: Take control of your mental health journey by setting goals, exploring wellness activities, and seeking help when needed. Remember, it's okay to ask for help.

7. Hope, Belonging, Meaning, Purpose: Embrace these pillars as you work towards improved mental wellness. Stay hopeful, find a sense of belonging in your community, discover meaning through traditional practices, and maintain purpose by setting personal goals.

Please seek professional help if your depression symptoms persist or worsen, or if thoughts of harming yourself arise. You are valued and important, and there is always hope for a better future.",,,,
9,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, I'd like to share some culturally safe options for mental wellness support that respect your traditions and community.

1. Community-led Supports: Connect with local Indigenous mental health organizations like the First Nations Health Authority (FNHA) or Urban Native Youth Association (UNYA). They provide a range of services including counselling, cultural activities, and wellness programs tailored to First Nations and urban Indigenous peoples.

2. Land-Based Healing: Engage in traditional practices on your land, such as medicine walks, drumming circles, or healing sweat lodges. These activities can help promote holistic wellness while reconnecting with your culture and traditions.

3. Telehealth Options: If travel is challenging, consider telehealth services like the FNHA's Wellness Support Line (1-855-554-8326) or BC Crisis Line (1-800-784-2433). These services offer confidential support and can help connect you with local resources.

4. Trauma-Informed Treatment: If you're experiencing severe depression, it may be beneficial to seek specialized treatment like Eye Movement Desensitization and Reprocessing (EMDR), which is a trauma therapy known for its cultural sensitivity.

5. Self-Determination: Remember, you are in control of your healing journey. Trust your instincts and seek help from trusted local resources such as Elders or Indigenous mental health counselors who understand your unique experiences and needs.

6. Urgent Care: If you feel like you may harm yourself or others, it's crucial to seek immediate medical attention by calling 911 or going to the nearest emergency department.",,,,
10,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey! In Saskatchewan, there are various culturally safe resources available for you.

1. Community-led Support: Consider joining a local Indigenous healing circle or support group where you can connect with others who understand your experiences.

2. Land-Based Healing: Spending time in nature can have a positive impact on mental health. Engage in traditional activities like drumming, smoking the peace pipe, or medicinal plant walks guided by Elders if possible.

3. Telehealth Services: You can access counseling services online from the comfort of your home. There are low-bandwidth options available too.

4. Crisis Lines: If you're feeling overwhelmed, reach out to crisis lines like the Hope for Wellness Help Line (1-855-242-3310) or Kids Help Phone (1-800-668-6868) that offer support in multiple Indigenous languages.

5. Trauma-Informed Treatment: Look for mental health professionals trained in trauma-informed care who respect your language, traditions, and self-determination.

6. Self-Care: Practicing mindfulness, journaling, or engaging in creative activities can help improve your mental wellbeing.

7. Urgent Care: If you feel like you might harm yourself or others, seek immediate help by going to the nearest hospital's emergency department or calling 911. Remember, it's okay to ask for help and there is hope for healing. Stay strong!",,,,
11,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, a strong support network is available for you, rooted in our shared cultural values.

For community-based help, look for local Elders, traditional healers, or culturally grounded counselors. They can provide guidance and healing practices that respect our traditions and language.

Land-based activities, like drumming circles, sweats, or walking meditations on sacred sites, may also bring comfort and strengthen your spiritual connection.

If you're more comfortable from home, telehealth services are available. They offer confidential support and resources tailored to First Nations mental wellness.

Remember, seeking help is a sign of strength—especially during tough times. If feelings become overwhelming or you feel unsafe, reach out to crisis lines or local healthcare providers immediately for urgent care.

Your community cares about your mental wellness journey. Never hesitate to ask for support. Together, we can foster hope, belonging, meaning, and purpose in our lives.",,,,
12,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In beautiful British Columbia, you have several culturally safe options for mental wellness support:

1. Community-based: Connect with local Indigenous community centers, health organizations, or cultural groups that offer counseling services tailored to First Nations people. These spaces often provide a supportive, understanding environment.

2. Land-based: Reconnecting with the land can be healing. Consider participating in traditional practices like drumming circles, sweat lodges, or medicinal plant workshops led by Elders and knowledge keepers.

3. Telehealth: For those who prefer virtual support, there are services available over the phone or through low-bandwidth platforms. These services can provide guidance, resources, and a sense of connection.

4. Crisis Lines: When facing an urgent mental health crisis, please reach out to First Nations-specific crisis lines such as the KUU-US Crisis Line for First Nations Youth (1-800-588-8717) or the Indian Residential School Crisis Line (1-866-925-4419).

5. Seek Help: Trusted local resources, like Elders and community counselors, can offer valuable guidance and support. If you feel your life is at risk, seek immediate medical attention or call 911.

Embrace hope, belonging, meaning, purpose, and the rich cultural traditions that surround you in your journey towards holistic mental wellness.",,,,
13,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, you have several culturally safe options for mental wellness support:

1. Community-Based Support: Connect with local First Nations or Métis organizations that offer programs and services tailored to Indigenous peoples. These may include traditional healing practices, wellness workshops, and peer support groups.

2. Land-Based Healing: Engage in activities that connect you with nature, such as drumming, smudging, or medicinal plant walks. This can help promote a sense of peace and self-healing.

3. Telehealth Services: Access mental health professionals via telephone or low-bandwidth video chat for ongoing support. These services are designed to be flexible and convenient.

4. Crisis Lines: Reach out to crisis lines like the Hope for Wellness Help Line (1-855-242-3310) when you need immediate emotional support. They offer services in multiple Indigenous languages.

5. Trusted Local Resources: Seek guidance from Elders, traditional healers, or culturally sensitive counselors who can provide advice and support based on your unique background and needs.

6. Urgent Care: If you are experiencing severe symptoms like suicidal thoughts or self-harm, seek immediate medical attention at a hospital emergency department or contact local emergency services.",,,,
14,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, you have many options for culturally safe mental wellness support. It's important to remember that seeking help is a sign of strength and courage.

Community-based supports can be found in your local First Nations Health Authority. They offer programs like the Wellness Wheel, which focuses on holistic wellness – mental, emotional, spiritual, and physical.

Land-based healing experiences are also available, such as participating in traditional activities, like drumming, sweats, or medicinal plant walks, which can help connect you to culture and community.

Telehealth services provide remote support if traveling is difficult. Low-bandwidth options are available for those with limited internet access.

Reach out to local Elders, counselors, or crisis lines when you need someone to talk to. They offer caring, non-judgmental support tailored to your unique cultural background and needs.

If you feel urgent danger to yourself or others, don't hesitate to call 911 or the crisis line immediately. Remember, help is always available, and recovery is possible.

Maintain hope, belonging, meaning, and purpose in your life by staying connected to your culture, community, and supportive resources.",,,,
15,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, there are several culturally safe mental wellness supports available for you:

1. Community-led: Seek guidance from local Elders or Indigenous Health Workers who can provide traditional healing practices and wisdom. These individuals often have deep connections to the community and offer a safe space to share your feelings.

2. Land-based: Connecting with nature can be therapeutic. Consider participating in Indigenous cultural activities, such as drumming, sweats, or land-based ceremonies, which promote healing and wellness.

3. Telehealth: If you prefer virtual support, there are telehealth services available that offer culturally sensitive mental health counseling. Some options may have lower bandwidth requirements to accommodate various internet connections.

4. Crisis Lines: In times of distress, reach out to Indigenous-specific crisis lines like the KUU-US Crisis Response Service (1-800-588-8717) or the First Nations and Inuit Hope for Wellness Help Line (1-855-242-3310).

5. Trauma-Informed Treatment: Seek care from mental health providers trained in trauma-informed practices that respect your unique cultural background and experiences.

6. Self-Determination: Embrace self-determination by setting personal wellness goals and working with supportive resources to achieve them. Your mental wellbeing is a journey, and it's essential to focus on hope, belonging, meaning, and purpose along the way. If you ever feel your safety or life are at risk, please seek urgent care immediately.",,,,
16,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey! In Saskatchewan, there are many culturally safe resources available to you.

For community-based support, consider joining a traditional healing circle or attending cultural events. These gatherings can provide a sense of belonging and help reinforce the values that support your overall wellbeing.

Land-based activities like smudging or drumming can also be powerful tools for self-care. Connecting with nature and practicing traditions may offer spiritual comfort during difficult times.

Telehealth options are also available, allowing you to access professional mental health services from the comfort of your own home. If bandwidth is a concern, consider using simple text messaging services or mobile apps.

Remember, it's okay to ask for help. Reach out to trusted local resources like Elders, counselors, or crisis lines when you need someone to talk to. In an emergency, seek immediate medical attention.

Always remember, your mental wellness is a journey, not a destination. Embrace hope, meaning, and purpose in your life. You are strong, and together we can support each other on this path.",,,,
17,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, I'd like to share some culturally safe mental wellness support options tailored to your context:

1. Community-Based: Reach out to local First Nations community health centers that offer cultural healing programs and traditional counseling services. These resources are deeply rooted in our province's rich Indigenous heritage, providing a supportive environment for you on your journey towards wellness.

2. Land-Based: Engage with outdoor activities like medicinal plant walks, ceremonies, or traditional practices that promote connection to the land and cultural teachings – all proven to contribute positively to mental health.

3. Telehealth: Access mental health professionals through telephone or video calls if travel is a concern. Low-bandwidth options are available for those with limited internet access.

4. Crisis Lines: Reach out to confidential crisis lines like the Hope for Wellness Helpline (1-855-242-3310) that offers counseling in Cree, Ojibway, and English 24/7.

5. Trusted Local Resources: Seek guidance from respected Elders or knowledge keepers within your community. They can provide valuable insights and support based on Indigenous wisdom and cultural traditions.

6. Urgent Care: If you feel an immediate risk to yourself or others, please do not hesitate to seek emergency services without delay. Remember it's important to prioritize your safety and well-being.

Throughout this journey, embrace hope, belonging, meaning, purpose, and self-determination as you connect with the richness of Indigenous culture in Saskatchewan's mental health support system.",,,,
18,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, I'd like to share some culturally safe options for mental wellness support tailored for women aged 50-64.

1. Community-led Support: Seek help from local Elders, Cultural Workers, or First Nations Health Authority (FNHA) community counselors who can provide guidance grounded in Indigenous teachings and traditions.

2. Land-based Healing: Spend time connecting with nature, which is essential to our wellness. Engage in traditional activities like fishing, gathering, or learning about medicinal plants under the care of experienced members in your community.

3. Telehealth Services: FNHA offers telehealth counseling sessions for those who prefer virtual support. If you're experiencing limited internet access, contact FNHA to explore low-bandwidth options available.

4. Crisis Lines: When feeling overwhelmed or at risk, reach out to the KUU-US Crisis Line (1-800-588-8717) for 24/7 confidential emotional support in multiple Indigenous languages.

5. Self-Determination: Remember that you are the expert of your own wellness journey. Take control by setting personal goals, seeking help when needed, and nurturing hope, belonging, meaning, and purpose.

6. Urgent Care: If you feel unsafe or require immediate attention, please call 911 or visit your local emergency department. Remember, it's okay to ask for help, and you are not alone on this journey.",,,,
19,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your journey towards mental wellness. In Saskatchewan, there are various culturally safe options available for you:

1. Community-Based Support: Connect with local Indigenous organizations like the Native Counselling Services of Alberta (NCSA) or Federation of Sovereign Indigenous Nations (FSIN) Health Commission, offering counseling services tailored to First Nations culture and traditions.

2. Land-Based Healing: Participate in cultural activities like drumming, sweats, or traditional ceremonies that foster healing and connection to the land and community.

3. Telehealth Services: Access mental health support through phone or video sessions with skilled counselors who understand Indigenous perspectives. If internet access is limited, contact the HealthLine 811 for resources and referrals over the phone.

4. Crisis Lines: Reach out to the Kokum Help Line (306-955-8888) or Native Youth Crisis Hotline (1-877-209-1266) when you need immediate support and comfort.

5. Elders: Seek guidance from trusted Elders in your community, who can share wisdom and provide emotional support.

Always remember that seeking help is a sign of strength and courage. If you feel unsafe or have thoughts of harming yourself, please reach out to the nearest urgent care or call 911 immediately. You are not alone, and there is hope for healing and improved life satisfaction.",,,,
